,property_type,property_subtype,locality,zip_code,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state,province,ppm
11178,APARTMENT,APARTMENT,Knokke-Zoute,8300,2125000,3,117,hyper_equipped,False,False,True,0,True,0,0,4,False,as_new,West-Vlaanderen,18162.3931623932
11179,APARTMENT,APARTMENT,Knokke,8300,2250000,2,84,hyper_equipped,True,False,True,7,False,0,0,2,False,as_new,West-Vlaanderen,26785.7142857143
11180,APARTMENT,APARTMENT,Uccle,1180,2350000,4,320,installed,False,True,True,0,False,0,0,4,False,to_be_done_up,Brussel,7343.75
11181,APARTMENT,DUPLEX,het Zoute,8300,2350000,2,121,0,False,False,True,14,False,0,0,2,False,as_new,West-Vlaanderen,19421.4876033058
11182,APARTMENT,APARTMENT,Aalst,9300,2400000,2,1000,hyper_equipped,False,False,True,0,False,0,0,2,False,good,Oost-Vlaanderen,2400
11183,APARTMENT,DUPLEX,Antwerp,2000,3450000,5,437,0,False,False,True,62,False,0,0,0,False,as_new,Antwerpen,7894.7368421053
11184,APARTMENT,DUPLEX,Knokke-Heist,8300,3750000,4,247,0,False,False,True,38,False,0,0,2,False,good,West-Vlaanderen,15182.1862348178
11185,APARTMENT,APARTMENT,Knokke,8300,4295000,3,163,hyper_equipped,False,False,True,17,False,0,0,2,False,as_new,West-Vlaanderen,26349.6932515337
11186,APARTMENT,APARTMENT,Dinant,5500,229000,1,93,installed,False,True,True,4,True,20,0,4,False,0,Namur,2462.3655913979
11187,APARTMENT,APARTMENT,Forest,1190,275000,3,110,installed,False,False,True,4,False,0,0,3,False,0,Brussel,2500
11188,APARTMENT,APARTMENT,Wevelgem,8560,277500,2,82,0,False,False,True,0,True,40,0,0,False,good,West-Vlaanderen,3384.1463414634
11189,APARTMENT,APARTMENT,Poperinge,8970,299600,2,107,0,False,False,True,0,False,0,0,0,False,good,West-Vlaanderen,2800
11190,APARTMENT,APARTMENT,Bruxelles,1000,432000,2,111,usa_hyper_equipped,False,False,True,10,False,0,0,4,False,0,Brussel,3891.8918918919
11191,APARTMENT,APARTMENT,Londerzeel,1840,230000,1,65,hyper_equipped,False,False,False,0,False,0,0,0,False,as_new,Vlaams-Brabant,3538.4615384615
11192,APARTMENT,GROUND_FLOOR,Kessel-Lo,3010,265000,2,72,0,False,False,True,3,False,0,0,0,False,0,Vlaams-Brabant,3680.5555555556
11193,APARTMENT,DUPLEX,Oudenburg,8460,280000,3,125,0,False,False,True,3,False,0,0,0,False,good,West-Vlaanderen,2240
11194,APARTMENT,APARTMENT,Knokke-Heist,8300,995000,2,65,0,False,False,False,0,False,0,0,0,False,0,West-Vlaanderen,15307.6923076923
11195,APARTMENT,FLAT_STUDIO,La Louvière,7100,60000,1,27,0,False,True,False,0,False,0,0,3,False,to_be_done_up,Hainaut,2222.2222222222
11196,APARTMENT,FLAT_STUDIO,La Louvière,7100,65000,1,32,0,False,True,False,0,False,0,0,3,False,to_be_done_up,Hainaut,2031.25
11197,APARTMENT,FLAT_STUDIO,La Louvière,7100,65000,1,27,0,False,True,False,0,False,0,0,3,False,to_be_done_up,Hainaut,2407.4074074074
11198,HOUSE,HOUSE,Gouy-lez-Piéton,6181,144900,2,90,installed,False,False,False,0,True,188,242,2,False,to_be_done_up,Hainaut,1610
11199,HOUSE,HOUSE,Bievre,5555,148000,3,118,not_installed,False,False,False,0,True,110,299,2,False,to_renovate,Namur,1254.2372881356
11200,HOUSE,HOUSE,Tienen,3300,149000,2,105,not_installed,False,False,True,40,True,100,254,2,False,to_renovate,Vlaams-Brabant,1419.0476190476
11201,HOUSE,BUNGALOW,Esneux,4130,149000,3,115,not_installed,False,True,True,30,True,0,1011,0,False,to_renovate,Liège,1295.6521739131
11202,HOUSE,HOUSE,Andenne,5300,149000,1,88,installed,False,True,False,0,True,0,95,2,False,0,Namur,1693.1818181818
11203,HOUSE,HOUSE,Lodelinsart,6042,150000,2,111,installed,False,False,True,27,True,100,184,3,False,good,Hainaut,1351.3513513514
11204,HOUSE,HOUSE,Zottegem,9620,154000,3,110,semi_equipped,False,False,False,0,True,0,93,0,False,to_be_done_up,Oost-Vlaanderen,1400
11205,HOUSE,HOUSE,Leisele,8691,164000,2,215,semi_equipped,False,False,True,0,True,1100,1337,4,False,to_renovate,West-Vlaanderen,762.7906976744
11206,HOUSE,HOUSE,Diksmuide,8600,165000,2,175,semi_equipped,False,False,True,0,False,0,90,0,False,to_be_done_up,West-Vlaanderen,942.8571428571
11207,HOUSE,HOUSE,Diksmuide,8600,165000,2,175,semi_equipped,False,False,True,0,False,0,90,0,False,to_be_done_up,West-Vlaanderen,942.8571428571
11208,HOUSE,HOUSE,GRÂCE-HOLLOGNE,4460,169500,2,130,not_installed,False,True,True,36,False,0,36,2,False,to_be_done_up,Liège,1303.8461538462
11209,HOUSE,HOUSE,Montignies-sur-Sambre,6061,170000,2,110,not_installed,False,True,False,0,True,0,245,4,False,just_renovated,Hainaut,1545.4545454546
11210,HOUSE,HOUSE,Orp-le-grand,1350,175000,3,112,not_installed,False,False,True,15,True,542,610,2,False,to_renovate,Brabant wallon,1562.5
11212,HOUSE,HOUSE,Hornu,7301,175000,2,81,usa_installed,False,True,False,0,True,460,500,0,False,just_renovated,Hainaut,2160.4938271605
11213,HOUSE,HOUSE,Soumagne,4630,179000,3,122,not_installed,False,False,False,0,False,0,240,2,False,to_be_done_up,Liège,1467.2131147541
11214,HOUSE,HOUSE,Oostende,8400,179000,2,100,installed,False,False,False,0,False,0,115,0,False,good,West-Vlaanderen,1790
11215,HOUSE,HOUSE,Kortrijk,8500,179000,2,76,hyper_equipped,False,False,True,40,False,0,51,0,False,as_new,West-Vlaanderen,2355.2631578947
11216,HOUSE,HOUSE,Diksmuide,8600,179000,2,175,installed,False,False,True,0,False,0,90,0,False,good,West-Vlaanderen,1022.8571428572
11217,HOUSE,HOUSE,Jemappes,7012,180000,4,290,not_installed,False,False,True,25,True,300,455,3,False,to_renovate,Hainaut,620.6896551724
11218,HOUSE,HOUSE,Boussu,7300,184900,2,87,installed,False,True,False,0,False,0,0,0,False,just_renovated,Hainaut,2125.2873563218
11219,HOUSE,HOUSE,Flemalle,4400,189500,3,95,installed,False,False,True,26,True,75,200,3,False,good,Liège,1994.7368421053
11220,HOUSE,HOUSE,Ghlin,7011,195000,4,223,installed,False,False,True,86,True,966,1167,3,False,to_renovate,Hainaut,874.4394618834
11221,HOUSE,VILLA,Boussu,7300,195000,2,175,semi_equipped,False,False,True,20,True,995,1162,4,False,to_be_done_up,Hainaut,1114.2857142857
11224,HOUSE,HOUSE,Meulebeke,8760,198000,2,112,installed,False,False,False,0,True,72,254,4,False,to_renovate,West-Vlaanderen,1767.8571428572
11225,HOUSE,HOUSE,Braives,4260,199000,3,204,not_installed,False,False,False,0,True,476,635,3,False,good,Liège,975.4901960784
11226,HOUSE,HOUSE,Deerlijk,8540,199000,2,119,installed,False,False,False,0,False,0,75,2,False,good,West-Vlaanderen,1672.268907563
11227,APARTMENT,DUPLEX,La Louvière,7100,95000,2,71,0,False,True,False,0,False,0,0,3,False,to_be_done_up,Hainaut,1338.0281690141
11228,APARTMENT,APARTMENT,Wavre,1300,165000,1,78,0,False,True,True,0,True,0,0,2,False,to_renovate,Brabant wallon,2115.3846153846
11229,APARTMENT,APARTMENT,Westende,8434,185000,1,53,installed,False,False,False,0,False,0,0,0,False,as_new,West-Vlaanderen,3490.5660377359
11230,APARTMENT,GROUND_FLOOR,Lokeren,9160,315000,2,115,0,False,False,True,24,True,24,0,0,False,as_new,Oost-Vlaanderen,2739.1304347826
11231,APARTMENT,APARTMENT,Knokke-Heist,8300,1350000,3,145,hyper_equipped,False,False,True,0,True,0,0,2,False,as_new,West-Vlaanderen,9310.3448275862
11232,APARTMENT,DUPLEX,Liège,4000,172000,2,93,installed,False,False,False,0,False,0,0,2,False,good,Liège,1849.4623655914
11233,APARTMENT,APARTMENT,Roeselare,8800,230000,2,161,0,False,False,True,0,False,0,0,2,False,as_new,West-Vlaanderen,1428.5714285714
11235,APARTMENT,APARTMENT,Brugge,8000,269000,3,110,0,False,False,False,0,False,0,0,3,False,to_be_done_up,West-Vlaanderen,2445.4545454546
11236,APARTMENT,APARTMENT,Eernegem,8480,285408,2,108,0,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2642.6666666667
11237,APARTMENT,APARTMENT,Lessines,7860,98000,2,92,0,False,True,False,0,False,0,0,0,False,good,Hainaut,1065.2173913044
11240,APARTMENT,APARTMENT,Cheratte,4602,299900,9,420,not_installed,False,True,True,30,False,0,0,0,False,0,Liège,714.0476190476
11241,APARTMENT,APARTMENT,Liege,4000,559000,4,200,0,False,False,True,2,False,0,0,2,False,good,Liège,2795
11242,APARTMENT,APARTMENT,Middelkerke,8430,175000,2,40,installed,True,False,True,0,False,0,0,0,False,to_be_done_up,West-Vlaanderen,4375
11243,APARTMENT,APARTMENT,Gent,9000,369000,2,93,0,False,False,True,0,False,0,0,0,False,0,Oost-Vlaanderen,3967.7419354839
11244,APARTMENT,APARTMENT,Kortrijk,8500,145000,1,70,0,False,False,True,14,False,0,0,0,False,good,West-Vlaanderen,2071.4285714286
11245,APARTMENT,APARTMENT,Antwerp,2000,220000,1,44,0,False,False,False,0,False,0,0,2,False,to_renovate,Antwerpen,5000
11246,APARTMENT,DUPLEX,Antwerpen Merksem,2170,275000,2,120,0,False,False,False,0,False,0,0,2,False,as_new,Antwerpen,2291.6666666667
11247,APARTMENT,DUPLEX,Antwerp,2000,315000,2,85,0,False,False,True,5,False,0,0,2,False,good,Antwerpen,3705.8823529412
11248,APARTMENT,APARTMENT,Anderlecht,1070,210000,1,62,0,False,False,True,9,False,0,0,0,False,0,Brussel,3387.0967741936
11249,APARTMENT,PENTHOUSE,Ravels,2380,273000,3,180,0,False,False,False,0,False,0,0,3,False,0,Antwerpen,1516.6666666667
11250,APARTMENT,APARTMENT,Oostende,8400,199800,2,73,installed,False,False,False,0,False,0,0,3,False,good,West-Vlaanderen,2736.9863013699
11251,APARTMENT,GROUND_FLOOR,Ekeren,2180,257000,2,75,usa_installed,False,False,True,0,False,0,0,2,False,0,Antwerpen,3426.6666666667
11252,APARTMENT,APARTMENT,Knokke-Heist,8300,660000,2,100,0,False,False,False,0,False,0,0,2,False,0,West-Vlaanderen,6600
11253,APARTMENT,APARTMENT,Zottegem,9620,375000,3,115,installed,False,False,True,11,False,0,0,0,False,0,Oost-Vlaanderen,3260.8695652174
11254,APARTMENT,APARTMENT,Heist-aan-Zee,8301,425000,2,81,0,False,False,False,0,True,0,0,2,False,good,West-Vlaanderen,5246.9135802469
11257,HOUSE,TOWN_HOUSE,Trazegnies,6183,199900,2,166,semi_equipped,False,False,True,31,False,0,392,3,False,to_be_done_up,Hainaut,1204.2168674699
11258,HOUSE,HOUSE,Pont-a-Celles,6230,199900,3,130,installed,False,False,True,20,True,1050,1180,3,False,good,Hainaut,1537.6923076923
11261,HOUSE,HOUSE,Lambermont,4800,209000,3,111,installed,False,False,True,44,True,133,195,2,False,good,Liège,1882.8828828829
11262,HOUSE,HOUSE,Wielsbeke,8710,209000,2,108,semi_equipped,False,False,True,0,True,0,495,4,False,to_be_done_up,West-Vlaanderen,1935.1851851852
11263,HOUSE,HOUSE,Koolskamp,8851,209000,5,214,installed,False,False,True,0,False,0,132,0,False,good,West-Vlaanderen,976.6355140187
11264,HOUSE,HOUSE,Assebroek,8310,215000,2,174,installed,False,False,True,8,False,0,57,2,False,good,West-Vlaanderen,1235.6321839081
11265,HOUSE,HOUSE,Andenne,5300,218000,2,110,installed,False,False,True,23,True,719,843,4,False,good,Namur,1981.8181818182
11266,HOUSE,HOUSE,Mouscron,7700,219000,3,185,installed,False,False,False,0,False,0,258,0,False,good,Hainaut,1183.7837837838
11267,HOUSE,HOUSE,Blankenberge,8370,219000,6,174,installed,False,False,False,0,False,0,115,2,False,good,West-Vlaanderen,1258.6206896552
11268,HOUSE,HOUSE,Westouter,8954,219000,2,92,hyper_equipped,False,False,True,18,False,0,84,0,False,as_new,West-Vlaanderen,2380.4347826087
11269,HOUSE,HOUSE,Vichte,8570,219500,2,122,installed,False,False,False,0,True,22,83,2,False,good,West-Vlaanderen,1799.1803278689
11270,HOUSE,HOUSE,Harelbeke,8530,220000,4,158,installed,False,False,True,0,True,25,126,0,False,good,West-Vlaanderen,1392.4050632911
11271,HOUSE,MIXED_USE_BUILDING,Aalst,9300,224000,2,72,hyper_equipped,False,False,True,18,False,0,90,2,False,good,Oost-Vlaanderen,3111.1111111111
11272,HOUSE,HOUSE,Hannut Petit-Hallet,4280,225000,3,458,installed,False,False,False,0,True,1131,1366,4,False,to_renovate,Liège,491.2663755459
11273,HOUSE,HOUSE,Roeselare,8800,225000,2,169,semi_equipped,False,False,True,0,True,0,209,0,False,to_renovate,West-Vlaanderen,1331.3609467456
11274,HOUSE,HOUSE,Heuvelland,8954,228000,2,59,installed,False,False,True,18,True,0,83,4,False,good,West-Vlaanderen,3864.406779661
11275,HOUSE,HOUSE,Jemeppe,4101,229000,4,130,installed,False,False,True,20,True,60,319,3,False,good,Liège,1761.5384615385
11276,HOUSE,HOUSE,Boussu,7300,230000,5,275,usa_installed,False,False,True,25,True,1350,1540,4,False,to_be_done_up,Hainaut,836.3636363636
11277,HOUSE,HOUSE,Affligem,1790,235000,5,194,installed,False,False,False,0,False,0,120,2,False,to_be_done_up,Vlaams-Brabant,1211.3402061856
11278,HOUSE,HOUSE,Middelkerke,8430,235000,4,158,installed,False,False,False,0,True,92,389,3,False,to_renovate,West-Vlaanderen,1487.3417721519
11279,HOUSE,APARTMENT_BLOCK,Huy,4500,239000,5,195,0,False,False,False,0,False,0,160,3,False,just_renovated,Liège,1225.641025641
11280,HOUSE,HOUSE,Erembodegem,9320,245000,3,171,not_installed,False,False,True,37,True,508,588,3,False,good,Oost-Vlaanderen,1432.7485380117
11281,HOUSE,HOUSE,Diksmuide,8600,248000,3,285,semi_equipped,False,False,True,0,False,0,136,0,False,to_be_done_up,West-Vlaanderen,870.1754385965
11282,HOUSE,HOUSE,Roeselare,8800,249000,3,218,installed,False,False,True,0,False,0,102,0,False,good,West-Vlaanderen,1142.2018348624
11283,HOUSE,HOUSE,SAINT-MARC,5003,250000,4,150,semi_equipped,False,True,True,0,True,0,512,4,False,to_be_done_up,Namur,1666.6666666667
11284,HOUSE,HOUSE,Oostende,8400,250000,3,278,semi_equipped,False,False,True,0,False,0,120,0,False,good,West-Vlaanderen,899.2805755396
11285,APARTMENT,APARTMENT,Seraing,4100,99000,1,65,semi_equipped,False,False,True,20,True,50,0,2,False,good,Liège,1523.0769230769
11286,APARTMENT,GROUND_FLOOR,Verviers,4800,99000,1,77,installed,False,False,True,8,False,0,0,2,False,good,Liège,1285.7142857143
11287,APARTMENT,FLAT_STUDIO,Westende,8434,115000,1,30,hyper_equipped,True,False,True,0,False,0,0,2,False,0,West-Vlaanderen,3833.3333333333
11288,APARTMENT,APARTMENT,Andenne,5300,129000,1,68,installed,False,False,True,6,False,0,0,2,False,good,Namur,1897.0588235294
11289,APARTMENT,APARTMENT,Roeselare,8800,139500,1,62,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2250
11290,APARTMENT,APARTMENT,Roeselare,8800,141000,1,62,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2274.1935483871
11291,APARTMENT,APARTMENT,Roeselare,8800,145000,2,85,0,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,1705.8823529412
11292,APARTMENT,APARTMENT,Blankenberge,8370,150000,2,72,0,False,False,False,0,True,20,0,2,False,good,West-Vlaanderen,2083.3333333333
11293,APARTMENT,APARTMENT,Antwerpen,2060,154900,1,58,installed,True,False,False,0,False,0,0,2,False,good,Antwerpen,2670.6896551724
11294,APARTMENT,APARTMENT,Roeselare,8800,160000,2,75,0,False,False,False,0,False,0,0,2,False,0,West-Vlaanderen,2133.3333333333
11295,APARTMENT,APARTMENT,Verviers,4800,164500,4,155,installed,False,False,False,0,False,0,0,3,False,good,Liège,1061.2903225807
11296,APARTMENT,GROUND_FLOOR,Sint-Eloois-Vijve,8793,167000,1,51,0,False,False,True,18,True,0,0,0,False,good,West-Vlaanderen,3274.5098039216
11297,APARTMENT,APARTMENT,Roeselare,8800,168000,2,76,0,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2210.5263157895
11298,APARTMENT,DUPLEX,Asse,1730,169000,1,65,hyper_equipped,False,False,False,0,False,0,0,2,False,good,Vlaams-Brabant,2600
11299,APARTMENT,APARTMENT,Liège,4000,169000,2,97,0,False,False,False,0,False,0,0,2,False,good,Liège,1742.2680412371
11300,APARTMENT,APARTMENT,Oostende,8400,175000,2,68,0,False,False,False,0,False,0,0,2,False,good,West-Vlaanderen,2573.5294117647
11301,APARTMENT,APARTMENT,La Louvière Trivières,7100,179000,2,102,semi_equipped,False,False,False,0,False,0,0,0,False,0,Hainaut,1754.9019607843
11302,APARTMENT,GROUND_FLOOR,Sint-Jans-Molenbeek,1080,184000,1,80,semi_equipped,False,False,True,10,False,0,0,2,False,0,Brussel,2300
11303,APARTMENT,DUPLEX,Blankenberge,8370,185000,2,110,0,True,False,True,1,False,0,0,2,False,good,West-Vlaanderen,1681.8181818182
11304,APARTMENT,APARTMENT,Kuurne,8520,185000,3,117,usa_installed,False,False,False,0,False,0,0,0,False,as_new,West-Vlaanderen,1581.1965811966
11305,APARTMENT,APARTMENT,Nieuwpoort,8620,185000,2,43,0,False,False,False,0,True,0,0,2,True,as_new,West-Vlaanderen,4302.3255813954
11306,APARTMENT,APARTMENT,Erpe-Mere,9420,185000,2,113,0,False,False,False,0,False,0,0,0,False,good,Oost-Vlaanderen,1637.1681415929
11307,APARTMENT,APARTMENT,Drongen,9031,198000,2,84,installed,False,False,False,0,False,0,0,0,False,to_be_done_up,Oost-Vlaanderen,2357.1428571429
11308,APARTMENT,APARTMENT,Zellik,1731,199000,2,72,hyper_equipped,False,False,True,0,False,0,0,0,False,as_new,Vlaams-Brabant,2763.8888888889
11309,APARTMENT,APARTMENT,Niel,2845,199000,1,59,0,False,False,True,11,True,0,0,0,False,as_new,Antwerpen,3372.8813559322
11310,APARTMENT,APARTMENT,Bornem,2880,199000,1,62,0,False,False,True,0,False,0,0,0,False,0,Antwerpen,3209.6774193548
11311,APARTMENT,FLAT_STUDIO,Leuven,3000,199000,0,37,semi_equipped,False,False,True,4,False,0,0,2,False,just_renovated,Vlaams-Brabant,5378.3783783784
11312,APARTMENT,APARTMENT,Nieuwpoort,8620,199000,1,50,0,False,False,False,0,True,0,0,0,False,just_renovated,West-Vlaanderen,3980
11313,APARTMENT,APARTMENT,Brugge,8200,200000,1,65,0,True,False,False,0,False,0,0,2,False,as_new,West-Vlaanderen,3076.9230769231
11314,HOUSE,HOUSE,Borgerhout,2140,259000,4,160,semi_equipped,False,True,False,0,True,10,0,2,False,to_renovate,Antwerpen,1618.75
11315,HOUSE,HOUSE,Wanfercée-Baulet,6224,259000,2,120,semi_equipped,False,True,True,0,False,0,0,0,False,good,Hainaut,2158.3333333333
11317,HOUSE,CHALET,Fauvillers,6637,265000,2,118,0,False,False,True,17,False,0,1650,4,False,0,Luxembourg,2245.7627118644
11318,HOUSE,HOUSE,Ardooie,8850,265000,4,204,installed,False,False,True,0,False,0,196,0,False,good,West-Vlaanderen,1299.0196078431
11319,HOUSE,HOUSE,Kortrijk,8500,270000,4,193,installed,False,False,True,0,False,0,95,0,False,good,West-Vlaanderen,1398.96373057
11320,HOUSE,HOUSE,Lede,9340,270000,4,136,0,False,False,True,0,False,0,130,2,False,good,Oost-Vlaanderen,1985.2941176471
11321,HOUSE,HOUSE,Seraing,4100,274000,5,323,installed,False,False,True,16,True,122,562,0,False,to_renovate,Liège,848.2972136223
11322,HOUSE,HOUSE,Herstal,4040,275000,2,150,installed,False,False,True,22,True,40,277,3,True,good,Liège,1833.3333333333
11325,HOUSE,HOUSE,Liège Wandre,4020,279500,3,130,installed,False,False,True,0,True,85,250,3,False,as_new,Liège,2150
11326,HOUSE,HOUSE,Diksmuide,8600,280000,4,205,installed,False,False,True,0,True,0,580,0,False,good,West-Vlaanderen,1365.8536585366
11327,HOUSE,HOUSE,Eeklo,9900,285000,2,134,installed,False,False,False,0,True,0,227,0,False,as_new,Oost-Vlaanderen,2126.8656716418
11328,HOUSE,HOUSE,Outrijve,8582,289000,5,221,installed,False,False,False,0,True,42,144,3,False,good,West-Vlaanderen,1307.6923076923
11329,HOUSE,MIXED_USE_BUILDING,Dendermonde,9200,289000,2,194,installed,True,True,True,0,False,0,91,3,False,good,Oost-Vlaanderen,1489.6907216495
11330,HOUSE,HOUSE,Nieuwerkerken,9320,289000,3,182,installed,False,False,False,0,True,140,287,3,False,good,Oost-Vlaanderen,1587.9120879121
11331,HOUSE,HOUSE,Erpe-Mere,9420,289000,4,285,installed,False,False,False,0,True,140,354,0,False,to_be_done_up,Oost-Vlaanderen,1014.0350877193
11334,HOUSE,HOUSE,Habay-La-Neuve,6720,290000,4,157,installed,False,True,False,0,False,0,1196,0,False,0,Luxembourg,1847.1337579618
11335,HOUSE,HOUSE,Liège,4000,295000,4,275,installed,False,True,True,72,False,0,159,2,False,0,Liège,1072.7272727273
11336,HOUSE,VILLA,Verviers,4800,295000,3,115,installed,False,False,True,20,True,514,672,4,False,good,Liège,2565.2173913044
11337,HOUSE,HOUSE,Aalst,9300,295000,2,321,installed,False,False,True,60,False,0,147,0,False,good,Oost-Vlaanderen,919.0031152648
11338,HOUSE,HOUSE,Liedekerke,1770,299000,2,160,0,False,True,False,0,False,0,340,3,False,good,Vlaams-Brabant,1868.75
11339,HOUSE,HOUSE,Grace-Hollogne,4460,299000,4,160,installed,False,False,True,12,True,80,175,2,False,good,Liège,1868.75
11340,HOUSE,MIXED_USE_BUILDING,Aalst,9300,299000,5,222,semi_equipped,False,False,True,16,False,0,250,2,False,good,Oost-Vlaanderen,1346.8468468469
11341,HOUSE,HOUSE,Zottegem,9620,299000,3,110,hyper_equipped,False,False,True,10,False,0,74,0,False,as_new,Oost-Vlaanderen,2718.1818181818
11342,HOUSE,HOUSE,Seraing Jemeppesur-Meuse,4101,299500,4,115,hyper_equipped,False,False,True,23,True,152,307,3,False,as_new,Liège,2604.347826087
11343,APARTMENT,APARTMENT,Liège,4000,209000,2,85,0,True,False,False,0,False,0,0,0,False,just_renovated,Liège,2458.8235294118
11344,APARTMENT,APARTMENT,Farciennes,6240,209000,2,107,installed,False,True,False,0,False,0,0,2,False,0,Hainaut,1953.2710280374
11345,APARTMENT,DUPLEX,Zelzate,9060,214000,3,120,installed,False,False,True,42,True,0,0,0,False,as_new,Oost-Vlaanderen,1783.3333333333
11346,APARTMENT,APARTMENT,Tienen,3300,215000,1,77,0,False,False,True,10,False,0,0,0,False,good,Vlaams-Brabant,2792.2077922078
11347,APARTMENT,GROUND_FLOOR,Bruxelles,1000,229000,1,61,0,False,False,False,0,False,0,0,2,False,to_be_done_up,Brussel,3754.0983606557
11348,APARTMENT,APARTMENT,Schaerbeek,1030,229000,1,72,0,False,False,False,0,False,0,0,0,False,good,Brussel,3180.5555555556
11349,APARTMENT,SERVICE_FLAT,Eeklo,9900,232500,1,82,installed,False,False,True,11,True,92,0,4,False,as_new,Oost-Vlaanderen,2835.3658536585
11350,APARTMENT,APARTMENT,Saint-Josse-ten-Noode,1210,235000,2,92,not_installed,False,False,True,3,False,0,0,2,False,to_renovate,Brussel,2554.347826087
11351,APARTMENT,APARTMENT,Diksmuide,8600,235000,2,98,installed,False,False,False,0,True,9,0,3,False,good,West-Vlaanderen,2397.9591836735
11354,APARTMENT,APARTMENT,Middelkerke,8430,249000,1,62,installed,False,False,False,0,True,24,0,2,False,good,West-Vlaanderen,4016.1290322581
11357,APARTMENT,APARTMENT,Turnhout,2300,251957,2,80,installed,False,True,True,9,False,0,0,2,False,0,Antwerpen,3149.4625
11358,APARTMENT,APARTMENT,Blankenberge,8370,255650,1,67,installed,False,True,True,2,False,0,0,2,False,0,West-Vlaanderen,3815.6716417911
11359,APARTMENT,APARTMENT,Halle,1500,259000,1,55,installed,False,True,True,19,False,0,0,2,False,0,Vlaams-Brabant,4709.0909090909
11360,APARTMENT,DUPLEX,Wetteren,9230,259000,2,130,installed,False,False,True,20,True,0,0,0,False,0,Oost-Vlaanderen,1992.3076923077
11361,APARTMENT,SERVICE_FLAT,Meise,1861,265000,2,70,0,False,False,True,6,False,0,0,0,False,0,Vlaams-Brabant,3785.7142857143
11362,APARTMENT,APARTMENT,Jette,1090,269000,3,94,installed,False,False,True,21,False,0,0,4,False,good,Brussel,2861.7021276596
11363,APARTMENT,APARTMENT,Evere,1140,269000,2,83,0,False,False,False,0,False,0,0,0,False,good,Brussel,3240.9638554217
11364,APARTMENT,APARTMENT,Bruxelles,1120,275000,2,80,0,False,False,True,19,False,0,0,2,False,to_be_done_up,Brussel,3437.5
11365,APARTMENT,APARTMENT,Lichtervelde,8810,275000,2,111,installed,False,False,True,0,False,0,0,2,False,as_new,West-Vlaanderen,2477.4774774775
11366,APARTMENT,APARTMENT,Romsée,4624,279500,3,100,0,False,False,True,6,False,0,0,0,False,as_new,Liège,2795
11367,APARTMENT,APARTMENT,Bornem,2880,282959,2,84,0,False,False,True,14,False,0,0,0,False,as_new,Antwerpen,3368.5595238095
11368,APARTMENT,GROUND_FLOOR,Bruxelles,1120,285000,2,82,installed,False,False,True,22,True,145,0,2,False,good,Brussel,3475.6097560976
11369,APARTMENT,SERVICE_FLAT,Turnhout,2300,285000,1,90,0,False,True,True,9,False,0,0,2,False,0,Antwerpen,3166.6666666667
11370,APARTMENT,APARTMENT,Profondeville,5170,285000,3,114,installed,False,True,True,66,True,0,0,4,False,0,Namur,2500
11371,APARTMENT,APARTMENT,Gerpinnes,6280,295000,2,100,usa_installed,False,False,False,0,False,0,0,0,False,as_new,Hainaut,2950
11374,HOUSE,HOUSE,Mons,7000,315000,3,262,installed,False,False,True,17,True,377,585,4,False,good,Hainaut,1202.2900763359
11375,HOUSE,HOUSE,Diksmuide,8600,315000,4,147,installed,False,False,True,0,True,0,359,0,False,good,West-Vlaanderen,2142.8571428572
11376,HOUSE,HOUSE,Kortemark,8610,315000,3,177,hyper_equipped,False,False,True,0,True,0,449,0,False,as_new,West-Vlaanderen,1779.6610169492
11377,HOUSE,HOUSE,Ardooie,8850,315000,3,106,hyper_equipped,False,False,True,0,True,0,197,0,False,as_new,West-Vlaanderen,2971.6981132076
11378,HOUSE,HOUSE,Assebroek,8310,317000,3,222,installed,False,False,False,0,False,0,123,0,False,good,West-Vlaanderen,1427.9279279279
11379,HOUSE,HOUSE,Liedekerke,1770,319000,2,135,installed,False,False,True,25,True,150,311,3,False,good,Vlaams-Brabant,2362.962962963
11380,HOUSE,HOUSE,Flemalle,4400,319000,3,128,installed,False,False,True,21,True,280,580,4,False,just_renovated,Liège,2492.1875
11381,HOUSE,HOUSE,SINT-ELOOIS-VIJVE,8793,319000,3,150,installed,False,True,False,0,False,0,510,0,False,0,West-Vlaanderen,2126.6666666667
11382,HOUSE,HOUSE,Roeselare,8800,320000,4,207,semi_equipped,False,False,True,0,False,0,507,0,False,to_be_done_up,West-Vlaanderen,1545.8937198068
11383,HOUSE,HOUSE,Deinze,9800,325000,2,128,installed,False,False,True,30,True,210,500,3,False,good,Oost-Vlaanderen,2539.0625
11384,HOUSE,HOUSE,Neuville-en-Condroz,4121,329000,3,96,installed,False,True,True,0,True,0,923,0,False,good,Liège,3427.0833333333
11385,HOUSE,HOUSE,Roeselare,8800,330000,2,110,hyper_equipped,False,False,True,0,True,0,276,0,False,as_new,West-Vlaanderen,3000
